feature0,feature1,feature2,feature3,feature4,feature5,feature6,feature7,feature8,feature9,feature10,feature11,feature12,feature13,feature14,feature15,feature16,feature17,feature18,feature19,feature20,feature21,feature22,feature23,label
0.4,0.654,0.05,0.538,0.736,0.252,0.08,0.736,0.162,0.032,0.024,0.022,0.022,0.022,0.02,0.64,1.756,0.594,1.412,0.232,0.06,0.306,2.434,1.602,0.484
0.654,0.05,0.538,0.736,0.252,0.08,0.736,0.162,0.032,0.024,0.022,0.022,0.022,0.02,0.64,1.756,0.594,1.412,0.232,0.06,0.306,2.434,1.602,0.484,1.594
0.05,0.538,0.736,0.252,0.08,0.736,0.162,0.032,0.024,0.022,0.022,0.022,0.02,0.64,1.756,0.594,1.412,0.232,0.06,0.306,2.434,1.602,0.484,1.594,0.568
0.538,0.736,0.252,0.08,0.736,0.162,0.032,0.024,0.022,0.022,0.022,0.02,0.64,1.756,0.594,1.412,0.232,0.06,0.306,2.434,1.602,0.484,1.594,0.568,0.92
0.736,0.252,0.08,0.736,0.162,0.032,0.024,0.022,0.022,0.022,0.02,0.64,1.756,0.594,1.412,0.232,0.06,0.306,2.434,1.602,0.484,1.594,0.568,0.92,1.524
0.252,0.08,0.736,0.162,0.032,0.024,0.022,0.022,0.022,0.02,0.64,1.756,0.594,1.412,0.232,0.06,0.306,2.434,1.602,0.484,1.594,0.568,0.92,1.524,0.882
0.08,0.736,0.162,0.032,0.024,0.022,0.022,0.022,0.02,0.64,1.756,0.594,1.412,0.232,0.06,0.306,2.434,1.602,0.484,1.594,0.568,0.92,1.524,0.882,0.132
0.736,0.162,0.032,0.024,0.022,0.022,0.022,0.02,0.64,1.756,0.594,1.412,0.232,0.06,0.306,2.434,1.602,0.484,1.594,0.568,0.92,1.524,0.882,0.132,0.096
0.162,0.032,0.024,0.022,0.022,0.022,0.02,0.64,1.756,0.594,1.412,0.232,0.06,0.306,2.434,1.602,0.484,1.594,0.568,0.92,1.524,0.882,0.132,0.096,0.054
0.032,0.024,0.022,0.022,0.022,0.02,0.64,1.756,0.594,1.412,0.232,0.06,0.306,2.434,1.602,0.484,1.594,0.568,0.92,1.524,0.882,0.132,0.096,0.054,0.05
0.024,0.022,0.022,0.022,0.02,0.64,1.756,0.594,1.412,0.232,0.06,0.306,2.434,1.602,0.484,1.594,0.568,0.92,1.524,0.882,0.132,0.096,0.054,0.05,0.05
0.022,0.022,0.022,0.02,0.64,1.756,0.594,1.412,0.232,0.06,0.306,2.434,1.602,0.484,1.594,0.568,0.92,1.524,0.882,0.132,0.096,0.054,0.05,0.05,0.052
0.022,0.022,0.02,0.64,1.756,0.594,1.412,0.232,0.06,0.306,2.434,1.602,0.484,1.594,0.568,0.92,1.524,0.882,0.132,0.096,0.054,0.05,0.05,0.052,0.052
0.022,0.02,0.64,1.756,0.594,1.412,0.232,0.06,0.306,2.434,1.602,0.484,1.594,0.568,0.92,1.524,0.882,0.132,0.096,0.054,0.05,0.05,0.052,0.052,0.052
0.02,0.64,1.756,0.594,1.412,0.232,0.06,0.306,2.434,1.602,0.484,1.594,0.568,0.92,1.524,0.882,0.132,0.096,0.054,0.05,0.05,0.052,0.052,0.052,0.05
0.64,1.756,0.594,1.412,0.232,0.06,0.306,2.434,1.602,0.484,1.594,0.568,0.92,1.524,0.882,0.132,0.096,0.054,0.05,0.05,0.052,0.052,0.052,0.05,0.786
1.756,0.594,1.412,0.232,0.06,0.306,2.434,1.602,0.484,1.594,0.568,0.92,1.524,0.882,0.132,0.096,0.054,0.05,0.05,0.052,0.052,0.052,0.05,0.786,1.618
0.594,1.412,0.232,0.06,0.306,2.434,1.602,0.484,1.594,0.568,0.92,1.524,0.882,0.132,0.096,0.054,0.05,0.05,0.052,0.052,0.052,0.05,0.786,1.618,1.262
1.412,0.232,0.06,0.306,2.434,1.602,0.484,1.594,0.568,0.92,1.524,0.882,0.132,0.096,0.054,0.05,0.05,0.052,0.052,0.052,0.05,0.786,1.618,1.262,0.588
0.232,0.06,0.306,2.434,1.602,0.484,1.594,0.568,0.92,1.524,0.882,0.132,0.096,0.054,0.05,0.05,0.052,0.052,0.052,0.05,0.786,1.618,1.262,0.588,0.02
0.06,0.306,2.434,1.602,0.484,1.594,0.568,0.92,1.524,0.882,0.132,0.096,0.054,0.05,0.05,0.052,0.052,0.052,0.05,0.786,1.618,1.262,0.588,0.02,0.016
0.306,2.434,1.602,0.484,1.594,0.568,0.92,1.524,0.882,0.132,0.096,0.054,0.05,0.05,0.052,0.052,0.052,0.05,0.786,1.618,1.262,0.588,0.02,0.016,0.018
2.434,1.602,0.484,1.594,0.568,0.92,1.524,0.882,0.132,0.096,0.054,0.05,0.05,0.052,0.052,0.052,0.05,0.786,1.618,1.262,0.588,0.02,0.016,0.018,0.018
1.602,0.484,1.594,0.568,0.92,1.524,0.882,0.132,0.096,0.054,0.05,0.05,0.052,0.052,0.052,0.05,0.786,1.618,1.262,0.588,0.02,0.016,0.018,0.018,0.016
0.484,1.594,0.568,0.92,1.524,0.882,0.132,0.096,0.054,0.05,0.05,0.052,0.052,0.052,0.05,0.786,1.618,1.262,0.588,0.02,0.016,0.018,0.018,0.016,0.694
1.594,0.568,0.92,1.524,0.882,0.132,0.096,0.054,0.05,0.05,0.052,0.052,0.052,0.05,0.786,1.618,1.262,0.588,0.02,0.016,0.018,0.018,0.016,0.694,1.05
0.568,0.92,1.524,0.882,0.132,0.096,0.054,0.05,0.05,0.052,0.052,0.052,0.05,0.786,1.618,1.262,0.588,0.02,0.016,0.018,0.018,0.016,0.694,1.05,2.028
0.92,1.524,0.882,0.132,0.096,0.054,0.05,0.05,0.052,0.052,0.052,0.05,0.786,1.618,1.262,0.588,0.02,0.016,0.018,0.018,0.016,0.694,1.05,2.028,1.352
1.524,0.882,0.132,0.096,0.054,0.05,0.05,0.052,0.052,0.052,0.05,0.786,1.618,1.262,0.588,0.02,0.016,0.018,0.018,0.016,0.694,1.05,2.028,1.352,1.236
0.882,0.132,0.096,0.054,0.05,0.05,0.052,0.052,0.052,0.05,0.786,1.618,1.262,0.588,0.02,0.016,0.018,0.018,0.016,0.694,1.05,2.028,1.352,1.236,1.654
0.132,0.096,0.054,0.05,0.05,0.052,0.052,0.052,0.05,0.786,1.618,1.262,0.588,0.02,0.016,0.018,0.018,0.016,0.694,1.05,2.028,1.352,1.236,1.654,0.47
0.096,0.054,0.05,0.05,0.052,0.052,0.052,0.05,0.786,1.618,1.262,0.588,0.02,0.016,0.018,0.018,0.016,0.694,1.05,2.028,1.352,1.236,1.654,0.47,0.074
0.054,0.05,0.05,0.052,0.052,0.052,0.05,0.786,1.618,1.262,0.588,0.02,0.016,0.018,0.018,0.016,0.694,1.05,2.028,1.352,1.236,1.654,0.47,0.074,0.038
0.05,0.05,0.052,0.052,0.052,0.05,0.786,1.618,1.262,0.588,0.02,0.016,0.018,0.018,0.016,0.694,1.05,2.028,1.352,1.236,1.654,0.47,0.074,0.038,0.028
0.05,0.052,0.052,0.052,0.05,0.786,1.618,1.262,0.588,0.02,0.016,0.018,0.018,0.016,0.694,1.05,2.028,1.352,1.236,1.654,0.47,0.074,0.038,0.028,0.018
0.052,0.052,0.052,0.05,0.786,1.618,1.262,0.588,0.02,0.016,0.018,0.018,0.016,0.694,1.05,2.028,1.352,1.236,1.654,0.47,0.074,0.038,0.028,0.018,0.024
0.052,0.052,0.05,0.786,1.618,1.262,0.588,0.02,0.016,0.018,0.018,0.016,0.694,1.05,2.028,1.352,1.236,1.654,0.47,0.074,0.038,0.028,0.018,0.024,0.022
0.052,0.05,0.786,1.618,1.262,0.588,0.02,0.016,0.018,0.018,0.016,0.694,1.05,2.028,1.352,1.236,1.654,0.47,0.074,0.038,0.028,0.018,0.024,0.022,0.016
0.05,0.786,1.618,1.262,0.588,0.02,0.016,0.018,0.018,0.016,0.694,1.05,2.028,1.352,1.236,1.654,0.47,0.074,0.038,0.028,0.018,0.024,0.022,0.016,0.024
0.786,1.618,1.262,0.588,0.02,0.016,0.018,0.018,0.016,0.694,1.05,2.028,1.352,1.236,1.654,0.47,0.074,0.038,0.028,0.018,0.024,0.022,0.016,0.024,0.738
1.618,1.262,0.588,0.02,0.016,0.018,0.018,0.016,0.694,1.05,2.028,1.352,1.236,1.654,0.47,0.074,0.038,0.028,0.018,0.024,0.022,0.016,0.024,0.738,1.708
1.262,0.588,0.02,0.016,0.018,0.018,0.016,0.694,1.05,2.028,1.352,1.236,1.654,0.47,0.074,0.038,0.028,0.018,0.024,0.022,0.016,0.024,0.738,1.708,1.66
0.588,0.02,0.016,0.018,0.018,0.016,0.694,1.05,2.028,1.352,1.236,1.654,0.47,0.074,0.038,0.028,0.018,0.024,0.022,0.016,0.024,0.738,1.708,1.66,2.354
0.02,0.016,0.018,0.018,0.016,0.694,1.05,2.028,1.352,1.236,1.654,0.47,0.074,0.038,0.028,0.018,0.024,0.022,0.016,0.024,0.738,1.708,1.66,2.354,0.39
0.016,0.018,0.018,0.016,0.694,1.05,2.028,1.352,1.236,1.654,0.47,0.074,0.038,0.028,0.018,0.024,0.022,0.016,0.024,0.738,1.708,1.66,2.354,0.39,1.668
0.018,0.018,0.016,0.694,1.05,2.028,1.352,1.236,1.654,0.47,0.074,0.038,0.028,0.018,0.024,0.022,0.016,0.024,0.738,1.708,1.66,2.354,0.39,1.668,0.906
0.018,0.016,0.694,1.05,2.028,1.352,1.236,1.654,0.47,0.074,0.038,0.028,0.018,0.024,0.022,0.016,0.024,0.738,1.708,1.66,2.354,0.39,1.668,0.906,0.132
0.016,0.694,1.05,2.028,1.352,1.236,1.654,0.47,0.074,0.038,0.028,0.018,0.024,0.022,0.016,0.024,0.738,1.708,1.66,2.354,0.39,1.668,0.906,0.132,1.8
0.694,1.05,2.028,1.352,1.236,1.654,0.47,0.074,0.038,0.028,0.018,0.024,0.022,0.016,0.024,0.738,1.708,1.66,2.354,0.39,1.668,0.906,0.132,1.8,2.544
1.05,2.028,1.352,1.236,1.654,0.47,0.074,0.038,0.028,0.018,0.024,0.022,0.016,0.024,0.738,1.708,1.66,2.354,0.39,1.668,0.906,0.132,1.8,2.544,0.244
2.028,1.352,1.236,1.654,0.47,0.074,0.038,0.028,0.018,0.024,0.022,0.016,0.024,0.738,1.708,1.66,2.354,0.39,1.668,0.906,0.132,1.8,2.544,0.244,0.17
1.352,1.236,1.654,0.47,0.074,0.038,0.028,0.018,0.024,0.022,0.016,0.024,0.738,1.708,1.66,2.354,0.39,1.668,0.906,0.132,1.8,2.544,0.244,0.17,0.548
1.236,1.654,0.47,0.074,0.038,0.028,0.018,0.024,0.022,0.016,0.024,0.738,1.708,1.66,2.354,0.39,1.668,0.906,0.132,1.8,2.544,0.244,0.17,0.548,1.376
1.654,0.47,0.074,0.038,0.028,0.018,0.024,0.022,0.016,0.024,0.738,1.708,1.66,2.354,0.39,1.668,0.906,0.132,1.8,2.544,0.244,0.17,0.548,1.376,0.312
0.47,0.074,0.038,0.028,0.018,0.024,0.022,0.016,0.024,0.738,1.708,1.66,2.354,0.39,1.668,0.906,0.132,1.8,2.544,0.244,0.17,0.548,1.376,0.312,0.074
0.074,0.038,0.028,0.018,0.024,0.022,0.016,0.024,0.738,1.708,1.66,2.354,0.39,1.668,0.906,0.132,1.8,2.544,0.244,0.17,0.548,1.376,0.312,0.074,0.152
0.038,0.028,0.018,0.024,0.022,0.016,0.024,0.738,1.708,1.66,2.354,0.39,1.668,0.906,0.132,1.8,2.544,0.244,0.17,0.548,1.376,0.312,0.074,0.152,0.106
0.028,0.018,0.024,0.022,0.016,0.024,0.738,1.708,1.66,2.354,0.39,1.668,0.906,0.132,1.8,2.544,0.244,0.17,0.548,1.376,0.312,0.074,0.152,0.106,0.024
0.018,0.024,0.022,0.016,0.024,0.738,1.708,1.66,2.354,0.39,1.668,0.906,0.132,1.8,2.544,0.244,0.17,0.548,1.376,0.312,0.074,0.152,0.106,0.024,0.016
0.024,0.022,0.016,0.024,0.738,1.708,1.66,2.354,0.39,1.668,0.906,0.132,1.8,2.544,0.244,0.17,0.548,1.376,0.312,0.074,0.152,0.106,0.024,0.016,0.024
0.022,0.016,0.024,0.738,1.708,1.66,2.354,0.39,1.668,0.906,0.132,1.8,2.544,0.244,0.17,0.548,1.376,0.312,0.074,0.152,0.106,0.024,0.016,0.024,0.024
0.016,0.024,0.738,1.708,1.66,2.354,0.39,1.668,0.906,0.132,1.8,2.544,0.244,0.17,0.548,1.376,0.312,0.074,0.152,0.106,0.024,0.016,0.024,0.024,0.024
0.024,0.738,1.708,1.66,2.354,0.39,1.668,0.906,0.132,1.8,2.544,0.244,0.17,0.548,1.376,0.312,0.074,0.152,0.106,0.024,0.016,0.024,0.024,0.024,1.07
0.738,1.708,1.66,2.354,0.39,1.668,0.906,0.132,1.8,2.544,0.244,0.17,0.548,1.376,0.312,0.074,0.152,0.106,0.024,0.016,0.024,0.024,0.024,1.07,0.578
1.708,1.66,2.354,0.39,1.668,0.906,0.132,1.8,2.544,0.244,0.17,0.548,1.376,0.312,0.074,0.152,0.106,0.024,0.016,0.024,0.024,0.024,1.07,0.578,0.342
1.66,2.354,0.39,1.668,0.906,0.132,1.8,2.544,0.244,0.17,0.548,1.376,0.312,0.074,0.152,0.106,0.024,0.016,0.024,0.024,0.024,1.07,0.578,0.342,1.126
2.354,0.39,1.668,0.906,0.132,1.8,2.544,0.244,0.17,0.548,1.376,0.312,0.074,0.152,0.106,0.024,0.016,0.024,0.024,0.024,1.07,0.578,0.342,1.126,0.688
0.39,1.668,0.906,0.132,1.8,2.544,0.244,0.17,0.548,1.376,0.312,0.074,0.152,0.106,0.024,0.016,0.024,0.024,0.024,1.07,0.578,0.342,1.126,0.688,0.438
1.668,0.906,0.132,1.8,2.544,0.244,0.17,0.548,1.376,0.312,0.074,0.152,0.106,0.024,0.016,0.024,0.024,0.024,1.07,0.578,0.342,1.126,0.688,0.438,0.352
0.906,0.132,1.8,2.544,0.244,0.17,0.548,1.376,0.312,0.074,0.152,0.106,0.024,0.016,0.024,0.024,0.024,1.07,0.578,0.342,1.126,0.688,0.438,0.352,0.544
0.132,1.8,2.544,0.244,0.17,0.548,1.376,0.312,0.074,0.152,0.106,0.024,0.016,0.024,0.024,0.024,1.07,0.578,0.342,1.126,0.688,0.438,0.352,0.544,1.082
1.8,2.544,0.244,0.17,0.548,1.376,0.312,0.074,0.152,0.106,0.024,0.016,0.024,0.024,0.024,1.07,0.578,0.342,1.126,0.688,0.438,0.352,0.544,1.082,1.736
2.544,0.244,0.17,0.548,1.376,0.312,0.074,0.152,0.106,0.024,0.016,0.024,0.024,0.024,1.07,0.578,0.342,1.126,0.688,0.438,0.352,0.544,1.082,1.736,1.52
0.244,0.17,0.548,1.376,0.312,0.074,0.152,0.106,0.024,0.016,0.024,0.024,0.024,1.07,0.578,0.342,1.126,0.688,0.438,0.352,0.544,1.082,1.736,1.52,2.35
0.17,0.548,1.376,0.312,0.074,0.152,0.106,0.024,0.016,0.024,0.024,0.024,1.07,0.578,0.342,1.126,0.688,0.438,0.352,0.544,1.082,1.736,1.52,2.35,2.394
0.548,1.376,0.312,0.074,0.152,0.106,0.024,0.016,0.024,0.024,0.024,1.07,0.578,0.342,1.126,0.688,0.438,0.352,0.544,1.082,1.736,1.52,2.35,2.394,0.628
1.376,0.312,0.074,0.152,0.106,0.024,0.016,0.024,0.024,0.024,1.07,0.578,0.342,1.126,0.688,0.438,0.352,0.544,1.082,1.736,1.52,2.35,2.394,0.628,2.136
0.312,0.074,0.152,0.106,0.024,0.016,0.024,0.024,0.024,1.07,0.578,0.342,1.126,0.688,0.438,0.352,0.544,1.082,1.736,1.52,2.35,2.394,0.628,2.136,0.372
0.074,0.152,0.106,0.024,0.016,0.024,0.024,0.024,1.07,0.578,0.342,1.126,0.688,0.438,0.352,0.544,1.082,1.736,1.52,2.35,2.394,0.628,2.136,0.372,0.192
0.152,0.106,0.024,0.016,0.024,0.024,0.024,1.07,0.578,0.342,1.126,0.688,0.438,0.352,0.544,1.082,1.736,1.52,2.35,2.394,0.628,2.136,0.372,0.192,0.106
0.106,0.024,0.016,0.024,0.024,0.024,1.07,0.578,0.342,1.126,0.688,0.438,0.352,0.544,1.082,1.736,1.52,2.35,2.394,0.628,2.136,0.372,0.192,0.106,0.024
0.024,0.016,0.024,0.024,0.024,1.07,0.578,0.342,1.126,0.688,0.438,0.352,0.544,1.082,1.736,1.52,2.35,2.394,0.628,2.136,0.372,0.192,0.106,0.024,0.024
0.016,0.024,0.024,0.024,1.07,0.578,0.342,1.126,0.688,0.438,0.352,0.544,1.082,1.736,1.52,2.35,2.394,0.628,2.136,0.372,0.192,0.106,0.024,0.024,0.02
0.024,0.024,0.024,1.07,0.578,0.342,1.126,0.688,0.438,0.352,0.544,1.082,1.736,1.52,2.35,2.394,0.628,2.136,0.372,0.192,0.106,0.024,0.024,0.02,0.022
0.024,0.024,1.07,0.578,0.342,1.126,0.688,0.438,0.352,0.544,1.082,1.736,1.52,2.35,2.394,0.628,2.136,0.372,0.192,0.106,0.024,0.024,0.02,0.022,0.024
0.024,1.07,0.578,0.342,1.126,0.688,0.438,0.352,0.544,1.082,1.736,1.52,2.35,2.394,0.628,2.136,0.372,0.192,0.106,0.024,0.024,0.02,0.022,0.024,0.02
1.07,0.578,0.342,1.126,0.688,0.438,0.352,0.544,1.082,1.736,1.52,2.35,2.394,0.628,2.136,0.372,0.192,0.106,0.024,0.024,0.02,0.022,0.024,0.02,0.02
0.578,0.342,1.126,0.688,0.438,0.352,0.544,1.082,1.736,1.52,2.35,2.394,0.628,2.136,0.372,0.192,0.106,0.024,0.024,0.02,0.022,0.024,0.02,0.02,3.286
0.342,1.126,0.688,0.438,0.352,0.544,1.082,1.736,1.52,2.35,2.394,0.628,2.136,0.372,0.192,0.106,0.024,0.024,0.02,0.022,0.024,0.02,0.02,3.286,0.726
1.126,0.688,0.438,0.352,0.544,1.082,1.736,1.52,2.35,2.394,0.628,2.136,0.372,0.192,0.106,0.024,0.024,0.02,0.022,0.024,0.02,0.02,3.286,0.726,1.39
0.688,0.438,0.352,0.544,1.082,1.736,1.52,2.35,2.394,0.628,2.136,0.372,0.192,0.106,0.024,0.024,0.02,0.022,0.024,0.02,0.02,3.286,0.726,1.39,1.792
0.438,0.352,0.544,1.082,1.736,1.52,2.35,2.394,0.628,2.136,0.372,0.192,0.106,0.024,0.024,0.02,0.022,0.024,0.02,0.02,3.286,0.726,1.39,1.792,0.218
0.352,0.544,1.082,1.736,1.52,2.35,2.394,0.628,2.136,0.372,0.192,0.106,0.024,0.024,0.02,0.022,0.024,0.02,0.02,3.286,0.726,1.39,1.792,0.218,0.68
0.544,1.082,1.736,1.52,2.35,2.394,0.628,2.136,0.372,0.192,0.106,0.024,0.024,0.02,0.022,0.024,0.02,0.02,3.286,0.726,1.39,1.792,0.218,0.68,0.968
1.082,1.736,1.52,2.35,2.394,0.628,2.136,0.372,0.192,0.106,0.024,0.024,0.02,0.022,0.024,0.02,0.02,3.286,0.726,1.39,1.792,0.218,0.68,0.968,0.622
1.736,1.52,2.35,2.394,0.628,2.136,0.372,0.192,0.106,0.024,0.024,0.02,0.022,0.024,0.02,0.02,3.286,0.726,1.39,1.792,0.218,0.68,0.968,0.622,1.002
1.52,2.35,2.394,0.628,2.136,0.372,0.192,0.106,0.024,0.024,0.02,0.022,0.024,0.02,0.02,3.286,0.726,1.39,1.792,0.218,0.68,0.968,0.622,1.002,1.15
2.35,2.394,0.628,2.136,0.372,0.192,0.106,0.024,0.024,0.02,0.022,0.024,0.02,0.02,3.286,0.726,1.39,1.792,0.218,0.68,0.968,0.622,1.002,1.15,0.996
2.394,0.628,2.136,0.372,0.192,0.106,0.024,0.024,0.02,0.022,0.024,0.02,0.02,3.286,0.726,1.39,1.792,0.218,0.68,0.968,0.622,1.002,1.15,0.996,0.212
0.628,2.136,0.372,0.192,0.106,0.024,0.024,0.02,0.022,0.024,0.02,0.02,3.286,0.726,1.39,1.792,0.218,0.68,0.968,0.622,1.002,1.15,0.996,0.212,0.278
2.136,0.372,0.192,0.106,0.024,0.024,0.02,0.022,0.024,0.02,0.02,3.286,0.726,1.39,1.792,0.218,0.68,0.968,0.622,1.002,1.15,0.996,0.212,0.278,0.156
0.372,0.192,0.106,0.024,0.024,0.02,0.022,0.024,0.02,0.02,3.286,0.726,1.39,1.792,0.218,0.68,0.968,0.622,1.002,1.15,0.996,0.212,0.278,0.156,0.116
0.192,0.106,0.024,0.024,0.02,0.022,0.024,0.02,0.02,3.286,0.726,1.39,1.792,0.218,0.68,0.968,0.622,1.002,1.15,0.996,0.212,0.278,0.156,0.116,0.136
0.106,0.024,0.024,0.02,0.022,0.024,0.02,0.02,3.286,0.726,1.39,1.792,0.218,0.68,0.968,0.622,1.002,1.15,0.996,0.212,0.278,0.156,0.116,0.136,0.024
0.024,0.024,0.02,0.022,0.024,0.02,0.02,3.286,0.726,1.39,1.792,0.218,0.68,0.968,0.622,1.002,1.15,0.996,0.212,0.278,0.156,0.116,0.136,0.024,0.018
0.024,0.02,0.022,0.024,0.02,0.02,3.286,0.726,1.39,1.792,0.218,0.68,0.968,0.622,1.002,1.15,0.996,0.212,0.278,0.156,0.116,0.136,0.024,0.018,0.024
0.02,0.022,0.024,0.02,0.02,3.286,0.726,1.39,1.792,0.218,0.68,0.968,0.622,1.002,1.15,0.996,0.212,0.278,0.156,0.116,0.136,0.024,0.018,0.024,0.022
0.022,0.024,0.02,0.02,3.286,0.726,1.39,1.792,0.218,0.68,0.968,0.622,1.002,1.15,0.996,0.212,0.278,0.156,0.116,0.136,0.024,0.018,0.024,0.022,0.018
0.024,0.02,0.02,3.286,0.726,1.39,1.792,0.218,0.68,0.968,0.622,1.002,1.15,0.996,0.212,0.278,0.156,0.116,0.136,0.024,0.018,0.024,0.022,0.018,0.024
0.02,0.02,3.286,0.726,1.39,1.792,0.218,0.68,0.968,0.622,1.002,1.15,0.996,0.212,0.278,0.156,0.116,0.136,0.024,0.018,0.024,0.022,0.018,0.024,0.016
0.02,3.286,0.726,1.39,1.792,0.218,0.68,0.968,0.622,1.002,1.15,0.996,0.212,0.278,0.156,0.116,0.136,0.024,0.018,0.024,0.022,0.018,0.024,0.016,0.022
3.286,0.726,1.39,1.792,0.218,0.68,0.968,0.622,1.002,1.15,0.996,0.212,0.278,0.156,0.116,0.136,0.024,0.018,0.024,0.022,0.018,0.024,0.016,0.022,3.268
0.726,1.39,1.792,0.218,0.68,0.968,0.622,1.002,1.15,0.996,0.212,0.278,0.156,0.116,0.136,0.024,0.018,0.024,0.022,0.018,0.024,0.016,0.022,3.268,0.4
1.39,1.792,0.218,0.68,0.968,0.622,1.002,1.15,0.996,0.212,0.278,0.156,0.116,0.136,0.024,0.018,0.024,0.022,0.018,0.024,0.016,0.022,3.268,0.4,1.03
1.792,0.218,0.68,0.968,0.622,1.002,1.15,0.996,0.212,0.278,0.156,0.116,0.136,0.024,0.018,0.024,0.022,0.018,0.024,0.016,0.022,3.268,0.4,1.03,0.762
0.218,0.68,0.968,0.622,1.002,1.15,0.996,0.212,0.278,0.156,0.116,0.136,0.024,0.018,0.024,0.022,0.018,0.024,0.016,0.022,3.268,0.4,1.03,0.762,1.83
0.68,0.968,0.622,1.002,1.15,0.996,0.212,0.278,0.156,0.116,0.136,0.024,0.018,0.024,0.022,0.018,0.024,0.016,0.022,3.268,0.4,1.03,0.762,1.83,1.688
0.968,0.622,1.002,1.15,0.996,0.212,0.278,0.156,0.116,0.136,0.024,0.018,0.024,0.022,0.018,0.024,0.016,0.022,3.268,0.4,1.03,0.762,1.83,1.688,4.156
0.622,1.002,1.15,0.996,0.212,0.278,0.156,0.116,0.136,0.024,0.018,0.024,0.022,0.018,0.024,0.016,0.022,3.268,0.4,1.03,0.762,1.83,1.688,4.156,1.432
1.002,1.15,0.996,0.212,0.278,0.156,0.116,0.136,0.024,0.018,0.024,0.022,0.018,0.024,0.016,0.022,3.268,0.4,1.03,0.762,1.83,1.688,4.156,1.432,1.878
1.15,0.996,0.212,0.278,0.156,0.116,0.136,0.024,0.018,0.024,0.022,0.018,0.024,0.016,0.022,3.268,0.4,1.03,0.762,1.83,1.688,4.156,1.432,1.878,0.988
0.996,0.212,0.278,0.156,0.116,0.136,0.024,0.018,0.024,0.022,0.018,0.024,0.016,0.022,3.268,0.4,1.03,0.762,1.83,1.688,4.156,1.432,1.878,0.988,1.232
0.212,0.278,0.156,0.116,0.136,0.024,0.018,0.024,0.022,0.018,0.024,0.016,0.022,3.268,0.4,1.03,0.762,1.83,1.688,4.156,1.432,1.878,0.988,1.232,0.812
0.278,0.156,0.116,0.136,0.024,0.018,0.024,0.022,0.018,0.024,0.016,0.022,3.268,0.4,1.03,0.762,1.83,1.688,4.156,1.432,1.878,0.988,1.232,0.812,0.976
0.156,0.116,0.136,0.024,0.018,0.024,0.022,0.018,0.024,0.016,0.022,3.268,0.4,1.03,0.762,1.83,1.688,4.156,1.432,1.878,0.988,1.232,0.812,0.976,0.4
0.116,0.136,0.024,0.018,0.024,0.022,0.018,0.024,0.016,0.022,3.268,0.4,1.03,0.762,1.83,1.688,4.156,1.432,1.878,0.988,1.232,0.812,0.976,0.4,0.122
0.136,0.024,0.018,0.024,0.022,0.018,0.024,0.016,0.022,3.268,0.4,1.03,0.762,1.83,1.688,4.156,1.432,1.878,0.988,1.232,0.812,0.976,0.4,0.122,0.998
0.024,0.018,0.024,0.022,0.018,0.024,0.016,0.022,3.268,0.4,1.03,0.762,1.83,1.688,4.156,1.432,1.878,0.988,1.232,0.812,0.976,0.4,0.122,0.998,0.694
0.018,0.024,0.022,0.018,0.024,0.016,0.022,3.268,0.4,1.03,0.762,1.83,1.688,4.156,1.432,1.878,0.988,1.232,0.812,0.976,0.4,0.122,0.998,0.694,0.11
0.024,0.022,0.018,0.024,0.016,0.022,3.268,0.4,1.03,0.762,1.83,1.688,4.156,1.432,1.878,0.988,1.232,0.812,0.976,0.4,0.122,0.998,0.694,0.11,0.042
0.022,0.018,0.024,0.016,0.022,3.268,0.4,1.03,0.762,1.83,1.688,4.156,1.432,1.878,0.988,1.232,0.812,0.976,0.4,0.122,0.998,0.694,0.11,0.042,0.036
0.018,0.024,0.016,0.022,3.268,0.4,1.03,0.762,1.83,1.688,4.156,1.432,1.878,0.988,1.232,0.812,0.976,0.4,0.122,0.998,0.694,0.11,0.042,0.036,0.02
0.024,0.016,0.022,3.268,0.4,1.03,0.762,1.83,1.688,4.156,1.432,1.878,0.988,1.232,0.812,0.976,0.4,0.122,0.998,0.694,0.11,0.042,0.036,0.02,0.022
0.016,0.022,3.268,0.4,1.03,0.762,1.83,1.688,4.156,1.432,1.878,0.988,1.232,0.812,0.976,0.4,0.122,0.998,0.694,0.11,0.042,0.036,0.02,0.022,0.022
0.022,3.268,0.4,1.03,0.762,1.83,1.688,4.156,1.432,1.878,0.988,1.232,0.812,0.976,0.4,0.122,0.998,0.694,0.11,0.042,0.036,0.02,0.022,0.022,0.02
3.268,0.4,1.03,0.762,1.83,1.688,4.156,1.432,1.878,0.988,1.232,0.812,0.976,0.4,0.122,0.998,0.694,0.11,0.042,0.036,0.02,0.022,0.022,0.02,0.758
0.4,1.03,0.762,1.83,1.688,4.156,1.432,1.878,0.988,1.232,0.812,0.976,0.4,0.122,0.998,0.694,0.11,0.042,0.036,0.02,0.022,0.022,0.02,0.758,2.038
1.03,0.762,1.83,1.688,4.156,1.432,1.878,0.988,1.232,0.812,0.976,0.4,0.122,0.998,0.694,0.11,0.042,0.036,0.02,0.022,0.022,0.02,0.758,2.038,1.902
0.762,1.83,1.688,4.156,1.432,1.878,0.988,1.232,0.812,0.976,0.4,0.122,0.998,0.694,0.11,0.042,0.036,0.02,0.022,0.022,0.02,0.758,2.038,1.902,3.722
