feature0,feature1,feature2,feature3,feature4,feature5,feature6,feature7,feature8,feature9,feature10,feature11,feature12,feature13,feature14,feature15,feature16,feature17,feature18,feature19,feature20,feature21,feature22,feature23
0.184,0.786,1.914,0.144,0.0,0.0,0.0,0.0,0.0,0.0,0.826,2.77,0.204,0.438,0.588,0.156,0.158,0.174,0.138,0.046,0.126,0.216,0.244,0.254
0.786,1.914,0.144,0.0,0.0,0.0,0.0,0.0,0.0,0.826,2.77,0.204,0.438,0.588,0.156,0.158,0.174,0.138,0.046,0.126,0.216,0.244,0.254,0.222
1.914,0.144,0.0,0.0,0.0,0.0,0.0,0.0,0.826,2.77,0.204,0.438,0.588,0.156,0.158,0.174,0.138,0.046,0.126,0.216,0.244,0.254,0.222,0.1
0.144,0.0,0.0,0.0,0.0,0.0,0.0,0.826,2.77,0.204,0.438,0.588,0.156,0.158,0.174,0.138,0.046,0.126,0.216,0.244,0.254,0.222,0.1,0.206
0.0,0.0,0.0,0.0,0.0,0.0,0.826,2.77,0.204,0.438,0.588,0.156,0.158,0.174,0.138,0.046,0.126,0.216,0.244,0.254,0.222,0.1,0.206,0.204
0.0,0.0,0.0,0.0,0.0,0.826,2.77,0.204,0.438,0.588,0.156,0.158,0.174,0.138,0.046,0.126,0.216,0.244,0.254,0.222,0.1,0.206,0.204,0.16
0.0,0.0,0.0,0.0,0.826,2.77,0.204,0.438,0.588,0.156,0.158,0.174,0.138,0.046,0.126,0.216,0.244,0.254,0.222,0.1,0.206,0.204,0.16,0.06
0.0,0.0,0.0,0.826,2.77,0.204,0.438,0.588,0.156,0.158,0.174,0.138,0.046,0.126,0.216,0.244,0.254,0.222,0.1,0.206,0.204,0.16,0.06,0.028
0.0,0.0,0.826,2.77,0.204,0.438,0.588,0.156,0.158,0.174,0.138,0.046,0.126,0.216,0.244,0.254,0.222,0.1,0.206,0.204,0.16,0.06,0.028,0.028
0.0,0.826,2.77,0.204,0.438,0.588,0.156,0.158,0.174,0.138,0.046,0.126,0.216,0.244,0.254,0.222,0.1,0.206,0.204,0.16,0.06,0.028,0.028,0.028
0.826,2.77,0.204,0.438,0.588,0.156,0.158,0.174,0.138,0.046,0.126,0.216,0.244,0.254,0.222,0.1,0.206,0.204,0.16,0.06,0.028,0.028,0.028,0.018
2.77,0.204,0.438,0.588,0.156,0.158,0.174,0.138,0.046,0.126,0.216,0.244,0.254,0.222,0.1,0.206,0.204,0.16,0.06,0.028,0.028,0.028,0.018,0.084
0.204,0.438,0.588,0.156,0.158,0.174,0.138,0.046,0.126,0.216,0.244,0.254,0.222,0.1,0.206,0.204,0.16,0.06,0.028,0.028,0.028,0.018,0.084,0.594
0.438,0.588,0.156,0.158,0.174,0.138,0.046,0.126,0.216,0.244,0.254,0.222,0.1,0.206,0.204,0.16,0.06,0.028,0.028,0.028,0.018,0.084,0.594,3.612
0.588,0.156,0.158,0.174,0.138,0.046,0.126,0.216,0.244,0.254,0.222,0.1,0.206,0.204,0.16,0.06,0.028,0.028,0.028,0.018,0.084,0.594,3.612,2.328
0.156,0.158,0.174,0.138,0.046,0.126,0.216,0.244,0.254,0.222,0.1,0.206,0.204,0.16,0.06,0.028,0.028,0.028,0.018,0.084,0.594,3.612,2.328,0.528
0.158,0.174,0.138,0.046,0.126,0.216,0.244,0.254,0.222,0.1,0.206,0.204,0.16,0.06,0.028,0.028,0.028,0.018,0.084,0.594,3.612,2.328,0.528,1.926
0.174,0.138,0.046,0.126,0.216,0.244,0.254,0.222,0.1,0.206,0.204,0.16,0.06,0.028,0.028,0.028,0.018,0.084,0.594,3.612,2.328,0.528,1.926,0.682
0.138,0.046,0.126,0.216,0.244,0.254,0.222,0.1,0.206,0.204,0.16,0.06,0.028,0.028,0.028,0.018,0.084,0.594,3.612,2.328,0.528,1.926,0.682,0.794
0.046,0.126,0.216,0.244,0.254,0.222,0.1,0.206,0.204,0.16,0.06,0.028,0.028,0.028,0.018,0.084,0.594,3.612,2.328,0.528,1.926,0.682,0.794,0.908
0.126,0.216,0.244,0.254,0.222,0.1,0.206,0.204,0.16,0.06,0.028,0.028,0.028,0.018,0.084,0.594,3.612,2.328,0.528,1.926,0.682,0.794,0.908,0.678
0.216,0.244,0.254,0.222,0.1,0.206,0.204,0.16,0.06,0.028,0.028,0.028,0.018,0.084,0.594,3.612,2.328,0.528,1.926,0.682,0.794,0.908,0.678,0.126
0.244,0.254,0.222,0.1,0.206,0.204,0.16,0.06,0.028,0.028,0.028,0.018,0.084,0.594,3.612,2.328,0.528,1.926,0.682,0.794,0.908,0.678,0.126,0.8
0.254,0.222,0.1,0.206,0.204,0.16,0.06,0.028,0.028,0.028,0.018,0.084,0.594,3.612,2.328,0.528,1.926,0.682,0.794,0.908,0.678,0.126,0.8,2.618
0.222,0.1,0.206,0.204,0.16,0.06,0.028,0.028,0.028,0.018,0.084,0.594,3.612,2.328,0.528,1.926,0.682,0.794,0.908,0.678,0.126,0.8,2.618,0.084
0.1,0.206,0.204,0.16,0.06,0.028,0.028,0.028,0.018,0.084,0.594,3.612,2.328,0.528,1.926,0.682,0.794,0.908,0.678,0.126,0.8,2.618,0.084,0.216
0.206,0.204,0.16,0.06,0.028,0.028,0.028,0.018,0.084,0.594,3.612,2.328,0.528,1.926,0.682,0.794,0.908,0.678,0.126,0.8,2.618,0.084,0.216,2.626
0.204,0.16,0.06,0.028,0.028,0.028,0.018,0.084,0.594,3.612,2.328,0.528,1.926,0.682,0.794,0.908,0.678,0.126,0.8,2.618,0.084,0.216,2.626,2.912
0.16,0.06,0.028,0.028,0.028,0.018,0.084,0.594,3.612,2.328,0.528,1.926,0.682,0.794,0.908,0.678,0.126,0.8,2.618,0.084,0.216,2.626,2.912,0.154
0.06,0.028,0.028,0.028,0.018,0.084,0.594,3.612,2.328,0.528,1.926,0.682,0.794,0.908,0.678,0.126,0.8,2.618,0.084,0.216,2.626,2.912,0.154,0.182
0.028,0.028,0.028,0.018,0.084,0.594,3.612,2.328,0.528,1.926,0.682,0.794,0.908,0.678,0.126,0.8,2.618,0.084,0.216,2.626,2.912,0.154,0.182,0.042
0.028,0.028,0.018,0.084,0.594,3.612,2.328,0.528,1.926,0.682,0.794,0.908,0.678,0.126,0.8,2.618,0.084,0.216,2.626,2.912,0.154,0.182,0.042,0.044
0.028,0.018,0.084,0.594,3.612,2.328,0.528,1.926,0.682,0.794,0.908,0.678,0.126,0.8,2.618,0.084,0.216,2.626,2.912,0.154,0.182,0.042,0.044,0.046
0.018,0.084,0.594,3.612,2.328,0.528,1.926,0.682,0.794,0.908,0.678,0.126,0.8,2.618,0.084,0.216,2.626,2.912,0.154,0.182,0.042,0.044,0.046,0.04
0.084,0.594,3.612,2.328,0.528,1.926,0.682,0.794,0.908,0.678,0.126,0.8,2.618,0.084,0.216,2.626,2.912,0.154,0.182,0.042,0.044,0.046,0.04,0.024
0.594,3.612,2.328,0.528,1.926,0.682,0.794,0.908,0.678,0.126,0.8,2.618,0.084,0.216,2.626,2.912,0.154,0.182,0.042,0.044,0.046,0.04,0.024,0.024
3.612,2.328,0.528,1.926,0.682,0.794,0.908,0.678,0.126,0.8,2.618,0.084,0.216,2.626,2.912,0.154,0.182,0.042,0.044,0.046,0.04,0.024,0.024,0.02
2.328,0.528,1.926,0.682,0.794,0.908,0.678,0.126,0.8,2.618,0.084,0.216,2.626,2.912,0.154,0.182,0.042,0.044,0.046,0.04,0.024,0.024,0.02,0.772
0.528,1.926,0.682,0.794,0.908,0.678,0.126,0.8,2.618,0.084,0.216,2.626,2.912,0.154,0.182,0.042,0.044,0.046,0.04,0.024,0.024,0.02,0.772,0.442
1.926,0.682,0.794,0.908,0.678,0.126,0.8,2.618,0.084,0.216,2.626,2.912,0.154,0.182,0.042,0.044,0.046,0.04,0.024,0.024,0.02,0.772,0.442,0.242
0.682,0.794,0.908,0.678,0.126,0.8,2.618,0.084,0.216,2.626,2.912,0.154,0.182,0.042,0.044,0.046,0.04,0.024,0.024,0.02,0.772,0.442,0.242,0.812
0.794,0.908,0.678,0.126,0.8,2.618,0.084,0.216,2.626,2.912,0.154,0.182,0.042,0.044,0.046,0.04,0.024,0.024,0.02,0.772,0.442,0.242,0.812,0.104
0.908,0.678,0.126,0.8,2.618,0.084,0.216,2.626,2.912,0.154,0.182,0.042,0.044,0.046,0.04,0.024,0.024,0.02,0.772,0.442,0.242,0.812,0.104,0.414
0.678,0.126,0.8,2.618,0.084,0.216,2.626,2.912,0.154,0.182,0.042,0.044,0.046,0.04,0.024,0.024,0.02,0.772,0.442,0.242,0.812,0.104,0.414,0.566
0.126,0.8,2.618,0.084,0.216,2.626,2.912,0.154,0.182,0.042,0.044,0.046,0.04,0.024,0.024,0.02,0.772,0.442,0.242,0.812,0.104,0.414,0.566,0.222
0.8,2.618,0.084,0.216,2.626,2.912,0.154,0.182,0.042,0.044,0.046,0.04,0.024,0.024,0.02,0.772,0.442,0.242,0.812,0.104,0.414,0.566,0.222,0.248
2.618,0.084,0.216,2.626,2.912,0.154,0.182,0.042,0.044,0.046,0.04,0.024,0.024,0.02,0.772,0.442,0.242,0.812,0.104,0.414,0.566,0.222,0.248,0.336
0.084,0.216,2.626,2.912,0.154,0.182,0.042,0.044,0.046,0.04,0.024,0.024,0.02,0.772,0.442,0.242,0.812,0.104,0.414,0.566,0.222,0.248,0.336,1.004
0.216,2.626,2.912,0.154,0.182,0.042,0.044,0.046,0.04,0.024,0.024,0.02,0.772,0.442,0.242,0.812,0.104,0.414,0.566,0.222,0.248,0.336,1.004,2.062
2.626,2.912,0.154,0.182,0.042,0.044,0.046,0.04,0.024,0.024,0.02,0.772,0.442,0.242,0.812,0.104,0.414,0.566,0.222,0.248,0.336,1.004,2.062,0.27
2.912,0.154,0.182,0.042,0.044,0.046,0.04,0.024,0.024,0.02,0.772,0.442,0.242,0.812,0.104,0.414,0.566,0.222,0.248,0.336,1.004,2.062,0.27,0.184
0.154,0.182,0.042,0.044,0.046,0.04,0.024,0.024,0.02,0.772,0.442,0.242,0.812,0.104,0.414,0.566,0.222,0.248,0.336,1.004,2.062,0.27,0.184,0.188
0.182,0.042,0.044,0.046,0.04,0.024,0.024,0.02,0.772,0.442,0.242,0.812,0.104,0.414,0.566,0.222,0.248,0.336,1.004,2.062,0.27,0.184,0.188,0.148
0.042,0.044,0.046,0.04,0.024,0.024,0.02,0.772,0.442,0.242,0.812,0.104,0.414,0.566,0.222,0.248,0.336,1.004,2.062,0.27,0.184,0.188,0.148,0.046
0.044,0.046,0.04,0.024,0.024,0.02,0.772,0.442,0.242,0.812,0.104,0.414,0.566,0.222,0.248,0.336,1.004,2.062,0.27,0.184,0.188,0.148,0.046,0.042
0.046,0.04,0.024,0.024,0.02,0.772,0.442,0.242,0.812,0.104,0.414,0.566,0.222,0.248,0.336,1.004,2.062,0.27,0.184,0.188,0.148,0.046,0.042,0.042
0.04,0.024,0.024,0.02,0.772,0.442,0.242,0.812,0.104,0.414,0.566,0.222,0.248,0.336,1.004,2.062,0.27,0.184,0.188,0.148,0.046,0.042,0.042,0.042
0.024,0.024,0.02,0.772,0.442,0.242,0.812,0.104,0.414,0.566,0.222,0.248,0.336,1.004,2.062,0.27,0.184,0.188,0.148,0.046,0.042,0.042,0.042,0.042
0.024,0.02,0.772,0.442,0.242,0.812,0.104,0.414,0.566,0.222,0.248,0.336,1.004,2.062,0.27,0.184,0.188,0.148,0.046,0.042,0.042,0.042,0.042,0.036
0.02,0.772,0.442,0.242,0.812,0.104,0.414,0.566,0.222,0.248,0.336,1.004,2.062,0.27,0.184,0.188,0.148,0.046,0.042,0.042,0.042,0.042,0.036,0.032
0.772,0.442,0.242,0.812,0.104,0.414,0.566,0.222,0.248,0.336,1.004,2.062,0.27,0.184,0.188,0.148,0.046,0.042,0.042,0.042,0.042,0.036,0.032,0.88
0.442,0.242,0.812,0.104,0.414,0.566,0.222,0.248,0.336,1.004,2.062,0.27,0.184,0.188,0.148,0.046,0.042,0.042,0.042,0.042,0.036,0.032,0.88,1.532
0.242,0.812,0.104,0.414,0.566,0.222,0.248,0.336,1.004,2.062,0.27,0.184,0.188,0.148,0.046,0.042,0.042,0.042,0.042,0.036,0.032,0.88,1.532,0.212
0.812,0.104,0.414,0.566,0.222,0.248,0.336,1.004,2.062,0.27,0.184,0.188,0.148,0.046,0.042,0.042,0.042,0.042,0.036,0.032,0.88,1.532,0.212,2.632
0.104,0.414,0.566,0.222,0.248,0.336,1.004,2.062,0.27,0.184,0.188,0.148,0.046,0.042,0.042,0.042,0.042,0.036,0.032,0.88,1.532,0.212,2.632,1.026
0.414,0.566,0.222,0.248,0.336,1.004,2.062,0.27,0.184,0.188,0.148,0.046,0.042,0.042,0.042,0.042,0.036,0.032,0.88,1.532,0.212,2.632,1.026,0.186
0.566,0.222,0.248,0.336,1.004,2.062,0.27,0.184,0.188,0.148,0.046,0.042,0.042,0.042,0.042,0.036,0.032,0.88,1.532,0.212,2.632,1.026,0.186,0.2
0.222,0.248,0.336,1.004,2.062,0.27,0.184,0.188,0.148,0.046,0.042,0.042,0.042,0.042,0.036,0.032,0.88,1.532,0.212,2.632,1.026,0.186,0.2,2.236
0.248,0.336,1.004,2.062,0.27,0.184,0.188,0.148,0.046,0.042,0.042,0.042,0.042,0.036,0.032,0.88,1.532,0.212,2.632,1.026,0.186,0.2,2.236,0.032
0.336,1.004,2.062,0.27,0.184,0.188,0.148,0.046,0.042,0.042,0.042,0.042,0.036,0.032,0.88,1.532,0.212,2.632,1.026,0.186,0.2,2.236,0.032,0.024
1.004,2.062,0.27,0.184,0.188,0.148,0.046,0.042,0.042,0.042,0.042,0.036,0.032,0.88,1.532,0.212,2.632,1.026,0.186,0.2,2.236,0.032,0.024,0.022
2.062,0.27,0.184,0.188,0.148,0.046,0.042,0.042,0.042,0.042,0.036,0.032,0.88,1.532,0.212,2.632,1.026,0.186,0.2,2.236,0.032,0.024,0.022,0.028
0.27,0.184,0.188,0.148,0.046,0.042,0.042,0.042,0.042,0.036,0.032,0.88,1.532,0.212,2.632,1.026,0.186,0.2,2.236,0.032,0.024,0.022,0.028,0.03
0.184,0.188,0.148,0.046,0.042,0.042,0.042,0.042,0.036,0.032,0.88,1.532,0.212,2.632,1.026,0.186,0.2,2.236,0.032,0.024,0.022,0.028,0.03,0.576
0.188,0.148,0.046,0.042,0.042,0.042,0.042,0.036,0.032,0.88,1.532,0.212,2.632,1.026,0.186,0.2,2.236,0.032,0.024,0.022,0.028,0.03,0.576,0.234
0.148,0.046,0.042,0.042,0.042,0.042,0.036,0.032,0.88,1.532,0.212,2.632,1.026,0.186,0.2,2.236,0.032,0.024,0.022,0.028,0.03,0.576,0.234,0.02
0.046,0.042,0.042,0.042,0.042,0.036,0.032,0.88,1.532,0.212,2.632,1.026,0.186,0.2,2.236,0.032,0.024,0.022,0.028,0.03,0.576,0.234,0.02,0.186
0.042,0.042,0.042,0.042,0.036,0.032,0.88,1.532,0.212,2.632,1.026,0.186,0.2,2.236,0.032,0.024,0.022,0.028,0.03,0.576,0.234,0.02,0.186,0.062
0.042,0.042,0.042,0.036,0.032,0.88,1.532,0.212,2.632,1.026,0.186,0.2,2.236,0.032,0.024,0.022,0.028,0.03,0.576,0.234,0.02,0.186,0.062,0.038
0.042,0.042,0.036,0.032,0.88,1.532,0.212,2.632,1.026,0.186,0.2,2.236,0.032,0.024,0.022,0.028,0.03,0.576,0.234,0.02,0.186,0.062,0.038,0.026
0.042,0.036,0.032,0.88,1.532,0.212,2.632,1.026,0.186,0.2,2.236,0.032,0.024,0.022,0.028,0.03,0.576,0.234,0.02,0.186,0.062,0.038,0.026,0.02
0.036,0.032,0.88,1.532,0.212,2.632,1.026,0.186,0.2,2.236,0.032,0.024,0.022,0.028,0.03,0.576,0.234,0.02,0.186,0.062,0.038,0.026,0.02,0.028
0.032,0.88,1.532,0.212,2.632,1.026,0.186,0.2,2.236,0.032,0.024,0.022,0.028,0.03,0.576,0.234,0.02,0.186,0.062,0.038,0.026,0.02,0.028,0.022
0.88,1.532,0.212,2.632,1.026,0.186,0.2,2.236,0.032,0.024,0.022,0.028,0.03,0.576,0.234,0.02,0.186,0.062,0.038,0.026,0.02,0.028,0.022,0.02
1.532,0.212,2.632,1.026,0.186,0.2,2.236,0.032,0.024,0.022,0.028,0.03,0.576,0.234,0.02,0.186,0.062,0.038,0.026,0.02,0.028,0.022,0.02,0.032
0.212,2.632,1.026,0.186,0.2,2.236,0.032,0.024,0.022,0.028,0.03,0.576,0.234,0.02,0.186,0.062,0.038,0.026,0.02,0.028,0.022,0.02,0.032,2.304
2.632,1.026,0.186,0.2,2.236,0.032,0.024,0.022,0.028,0.03,0.576,0.234,0.02,0.186,0.062,0.038,0.026,0.02,0.028,0.022,0.02,0.032,2.304,0.06
1.026,0.186,0.2,2.236,0.032,0.024,0.022,0.028,0.03,0.576,0.234,0.02,0.186,0.062,0.038,0.026,0.02,0.028,0.022,0.02,0.032,2.304,0.06,0.014
0.186,0.2,2.236,0.032,0.024,0.022,0.028,0.03,0.576,0.234,0.02,0.186,0.062,0.038,0.026,0.02,0.028,0.022,0.02,0.032,2.304,0.06,0.014,0.026
0.2,2.236,0.032,0.024,0.022,0.028,0.03,0.576,0.234,0.02,0.186,0.062,0.038,0.026,0.02,0.028,0.022,0.02,0.032,2.304,0.06,0.014,0.026,0.026
2.236,0.032,0.024,0.022,0.028,0.03,0.576,0.234,0.02,0.186,0.062,0.038,0.026,0.02,0.028,0.022,0.02,0.032,2.304,0.06,0.014,0.026,0.026,0.018
0.032,0.024,0.022,0.028,0.03,0.576,0.234,0.02,0.186,0.062,0.038,0.026,0.02,0.028,0.022,0.02,0.032,2.304,0.06,0.014,0.026,0.026,0.018,0.02
0.024,0.022,0.028,0.03,0.576,0.234,0.02,0.186,0.062,0.038,0.026,0.02,0.028,0.022,0.02,0.032,2.304,0.06,0.014,0.026,0.026,0.018,0.02,0.026
0.022,0.028,0.03,0.576,0.234,0.02,0.186,0.062,0.038,0.026,0.02,0.028,0.022,0.02,0.032,2.304,0.06,0.014,0.026,0.026,0.018,0.02,0.026,0.022
0.028,0.03,0.576,0.234,0.02,0.186,0.062,0.038,0.026,0.02,0.028,0.022,0.02,0.032,2.304,0.06,0.014,0.026,0.026,0.018,0.02,0.026,0.022,0.454
0.03,0.576,0.234,0.02,0.186,0.062,0.038,0.026,0.02,0.028,0.022,0.02,0.032,2.304,0.06,0.014,0.026,0.026,0.018,0.02,0.026,0.022,0.454,0.3
0.576,0.234,0.02,0.186,0.062,0.038,0.026,0.02,0.028,0.022,0.02,0.032,2.304,0.06,0.014,0.026,0.026,0.018,0.02,0.026,0.022,0.454,0.3,0.664
0.234,0.02,0.186,0.062,0.038,0.026,0.02,0.028,0.022,0.02,0.032,2.304,0.06,0.014,0.026,0.026,0.018,0.02,0.026,0.022,0.454,0.3,0.664,1.756
0.02,0.186,0.062,0.038,0.026,0.02,0.028,0.022,0.02,0.032,2.304,0.06,0.014,0.026,0.026,0.018,0.02,0.026,0.022,0.454,0.3,0.664,1.756,0.046
0.186,0.062,0.038,0.026,0.02,0.028,0.022,0.02,0.032,2.304,0.06,0.014,0.026,0.026,0.018,0.02,0.026,0.022,0.454,0.3,0.664,1.756,0.046,0.058
0.062,0.038,0.026,0.02,0.028,0.022,0.02,0.032,2.304,0.06,0.014,0.026,0.026,0.018,0.02,0.026,0.022,0.454,0.3,0.664,1.756,0.046,0.058,0.064
0.038,0.026,0.02,0.028,0.022,0.02,0.032,2.304,0.06,0.014,0.026,0.026,0.018,0.02,0.026,0.022,0.454,0.3,0.664,1.756,0.046,0.058,0.064,0.052
0.026,0.02,0.028,0.022,0.02,0.032,2.304,0.06,0.014,0.026,0.026,0.018,0.02,0.026,0.022,0.454,0.3,0.664,1.756,0.046,0.058,0.064,0.052,0.052
0.02,0.028,0.022,0.02,0.032,2.304,0.06,0.014,0.026,0.026,0.018,0.02,0.026,0.022,0.454,0.3,0.664,1.756,0.046,0.058,0.064,0.052,0.052,0.038
0.028,0.022,0.02,0.032,2.304,0.06,0.014,0.026,0.026,0.018,0.02,0.026,0.022,0.454,0.3,0.664,1.756,0.046,0.058,0.064,0.052,0.052,0.038,0.052
0.022,0.02,0.032,2.304,0.06,0.014,0.026,0.026,0.018,0.02,0.026,0.022,0.454,0.3,0.664,1.756,0.046,0.058,0.064,0.052,0.052,0.038,0.052,0.05
0.02,0.032,2.304,0.06,0.014,0.026,0.026,0.018,0.02,0.026,0.022,0.454,0.3,0.664,1.756,0.046,0.058,0.064,0.052,0.052,0.038,0.052,0.05,0.512
0.032,2.304,0.06,0.014,0.026,0.026,0.018,0.02,0.026,0.022,0.454,0.3,0.664,1.756,0.046,0.058,0.064,0.052,0.052,0.038,0.052,0.05,0.512,1.108
2.304,0.06,0.014,0.026,0.026,0.018,0.02,0.026,0.022,0.454,0.3,0.664,1.756,0.046,0.058,0.064,0.052,0.052,0.038,0.052,0.05,0.512,1.108,1.33
0.06,0.014,0.026,0.026,0.018,0.02,0.026,0.022,0.454,0.3,0.664,1.756,0.046,0.058,0.064,0.052,0.052,0.038,0.052,0.05,0.512,1.108,1.33,1.342
0.014,0.026,0.026,0.018,0.02,0.026,0.022,0.454,0.3,0.664,1.756,0.046,0.058,0.064,0.052,0.052,0.038,0.052,0.05,0.512,1.108,1.33,1.342,1.072
0.026,0.026,0.018,0.02,0.026,0.022,0.454,0.3,0.664,1.756,0.046,0.058,0.064,0.052,0.052,0.038,0.052,0.05,0.512,1.108,1.33,1.342,1.072,0.654
0.026,0.018,0.02,0.026,0.022,0.454,0.3,0.664,1.756,0.046,0.058,0.064,0.052,0.052,0.038,0.052,0.05,0.512,1.108,1.33,1.342,1.072,0.654,0.224
0.018,0.02,0.026,0.022,0.454,0.3,0.664,1.756,0.046,0.058,0.064,0.052,0.052,0.038,0.052,0.05,0.512,1.108,1.33,1.342,1.072,0.654,0.224,0.32
0.02,0.026,0.022,0.454,0.3,0.664,1.756,0.046,0.058,0.064,0.052,0.052,0.038,0.052,0.05,0.512,1.108,1.33,1.342,1.072,0.654,0.224,0.32,0.17
0.026,0.022,0.454,0.3,0.664,1.756,0.046,0.058,0.064,0.052,0.052,0.038,0.052,0.05,0.512,1.108,1.33,1.342,1.072,0.654,0.224,0.32,0.17,0.422
0.022,0.454,0.3,0.664,1.756,0.046,0.058,0.064,0.052,0.052,0.038,0.052,0.05,0.512,1.108,1.33,1.342,1.072,0.654,0.224,0.32,0.17,0.422,0.216
0.454,0.3,0.664,1.756,0.046,0.058,0.064,0.052,0.052,0.038,0.052,0.05,0.512,1.108,1.33,1.342,1.072,0.654,0.224,0.32,0.17,0.422,0.216,0.146
0.3,0.664,1.756,0.046,0.058,0.064,0.052,0.052,0.038,0.052,0.05,0.512,1.108,1.33,1.342,1.072,0.654,0.224,0.32,0.17,0.422,0.216,0.146,0.394
0.664,1.756,0.046,0.058,0.064,0.052,0.052,0.038,0.052,0.05,0.512,1.108,1.33,1.342,1.072,0.654,0.224,0.32,0.17,0.422,0.216,0.146,0.394,1.502
1.756,0.046,0.058,0.064,0.052,0.052,0.038,0.052,0.05,0.512,1.108,1.33,1.342,1.072,0.654,0.224,0.32,0.17,0.422,0.216,0.146,0.394,1.502,2.288
0.046,0.058,0.064,0.052,0.052,0.038,0.052,0.05,0.512,1.108,1.33,1.342,1.072,0.654,0.224,0.32,0.17,0.422,0.216,0.146,0.394,1.502,2.288,1.088
0.058,0.064,0.052,0.052,0.038,0.052,0.05,0.512,1.108,1.33,1.342,1.072,0.654,0.224,0.32,0.17,0.422,0.216,0.146,0.394,1.502,2.288,1.088,0.202
0.064,0.052,0.052,0.038,0.052,0.05,0.512,1.108,1.33,1.342,1.072,0.654,0.224,0.32,0.17,0.422,0.216,0.146,0.394,1.502,2.288,1.088,0.202,0.024
0.052,0.052,0.038,0.052,0.05,0.512,1.108,1.33,1.342,1.072,0.654,0.224,0.32,0.17,0.422,0.216,0.146,0.394,1.502,2.288,1.088,0.202,0.024,0.084
0.052,0.038,0.052,0.05,0.512,1.108,1.33,1.342,1.072,0.654,0.224,0.32,0.17,0.422,0.216,0.146,0.394,1.502,2.288,1.088,0.202,0.024,0.084,0.258
0.038,0.052,0.05,0.512,1.108,1.33,1.342,1.072,0.654,0.224,0.32,0.17,0.422,0.216,0.146,0.394,1.502,2.288,1.088,0.202,0.024,0.084,0.258,0.236
0.052,0.05,0.512,1.108,1.33,1.342,1.072,0.654,0.224,0.32,0.17,0.422,0.216,0.146,0.394,1.502,2.288,1.088,0.202,0.024,0.084,0.258,0.236,0.256
0.05,0.512,1.108,1.33,1.342,1.072,0.654,0.224,0.32,0.17,0.422,0.216,0.146,0.394,1.502,2.288,1.088,0.202,0.024,0.084,0.258,0.236,0.256,0.24
0.512,1.108,1.33,1.342,1.072,0.654,0.224,0.32,0.17,0.422,0.216,0.146,0.394,1.502,2.288,1.088,0.202,0.024,0.084,0.258,0.236,0.256,0.24,0.248
1.108,1.33,1.342,1.072,0.654,0.224,0.32,0.17,0.422,0.216,0.146,0.394,1.502,2.288,1.088,0.202,0.024,0.084,0.258,0.236,0.256,0.24,0.248,0.238
1.33,1.342,1.072,0.654,0.224,0.32,0.17,0.422,0.216,0.146,0.394,1.502,2.288,1.088,0.202,0.024,0.084,0.258,0.236,0.256,0.24,0.248,0.238,0.138
1.342,1.072,0.654,0.224,0.32,0.17,0.422,0.216,0.146,0.394,1.502,2.288,1.088,0.202,0.024,0.084,0.258,0.236,0.256,0.24,0.248,0.238,0.138,0.026
1.072,0.654,0.224,0.32,0.17,0.422,0.216,0.146,0.394,1.502,2.288,1.088,0.202,0.024,0.084,0.258,0.236,0.256,0.24,0.248,0.238,0.138,0.026,1.404
0.654,0.224,0.32,0.17,0.422,0.216,0.146,0.394,1.502,2.288,1.088,0.202,0.024,0.084,0.258,0.236,0.256,0.24,0.248,0.238,0.138,0.026,1.404,1.038
0.224,0.32,0.17,0.422,0.216,0.146,0.394,1.502,2.288,1.088,0.202,0.024,0.084,0.258,0.236,0.256,0.24,0.248,0.238,0.138,0.026,1.404,1.038,1.938
0.32,0.17,0.422,0.216,0.146,0.394,1.502,2.288,1.088,0.202,0.024,0.084,0.258,0.236,0.256,0.24,0.248,0.238,0.138,0.026,1.404,1.038,1.938,0.346
0.17,0.422,0.216,0.146,0.394,1.502,2.288,1.088,0.202,0.024,0.084,0.258,0.236,0.256,0.24,0.248,0.238,0.138,0.026,1.404,1.038,1.938,0.346,1.668
0.422,0.216,0.146,0.394,1.502,2.288,1.088,0.202,0.024,0.084,0.258,0.236,0.256,0.24,0.248,0.238,0.138,0.026,1.404,1.038,1.938,0.346,1.668,1.114
0.216,0.146,0.394,1.502,2.288,1.088,0.202,0.024,0.084,0.258,0.236,0.256,0.24,0.248,0.238,0.138,0.026,1.404,1.038,1.938,0.346,1.668,1.114,1.028
0.146,0.394,1.502,2.288,1.088,0.202,0.024,0.084,0.258,0.236,0.256,0.24,0.248,0.238,0.138,0.026,1.404,1.038,1.938,0.346,1.668,1.114,1.028,0.378
0.394,1.502,2.288,1.088,0.202,0.024,0.084,0.258,0.236,0.256,0.24,0.248,0.238,0.138,0.026,1.404,1.038,1.938,0.346,1.668,1.114,1.028,0.378,0.438
1.502,2.288,1.088,0.202,0.024,0.084,0.258,0.236,0.256,0.24,0.248,0.238,0.138,0.026,1.404,1.038,1.938,0.346,1.668,1.114,1.028,0.378,0.438,0.124
2.288,1.088,0.202,0.024,0.084,0.258,0.236,0.256,0.24,0.248,0.238,0.138,0.026,1.404,1.038,1.938,0.346,1.668,1.114,1.028,0.378,0.438,0.124,0.156
